bioguide_id,source,blame_count,compromise_count,credit_claiming_count,insult_count,policy_count,foreign_policy_count,legislative_discussion_count
T000474,tweets,4,0,0,2,4,0,0
T000476,newsletters,0,0,0,0,4,2,0
T000476,statements,11,10,0,9,4,3,5
T000476,tweets,2,0,0,0,2,0,0
T000478,floor,0,0,1,0,2,0,2
T000478,newsletters,49,6,39,7,131,30,90
T000478,statements,4,0,1,0,5,0,3
T000478,tweets,4,1,2,0,12,3,5
T000480,floor,0,0,0,0,0,0,0
T000480,tweets,0,0,0,0,1,0,1
T000481,floor,18,0,2,9,28,3,10
T000481,newsletters,36,3,14,5,183,22,65
T000481,tweets,0,0,1,0,1,0,1
T000482,floor,6,0,0,1,8,0,3
T000482,newsletters,6,3,8,0,24,1,12
T000482,tweets,2,1,2,0,5,0,1
T000483,floor,1,0,0,0,3,0,3
T000483,newsletters,3,2,8,1,15,0,11
T000483,tweets,1,0,1,0,2,0,0
T000486,floor,0,0,0,0,0,1,0
T000486,newsletters,1,1,4,0,12,1,6
T000486,statements,0,0,0,0,7,0,1
T000486,tweets,2,2,2,1,5,1,3
T000487,floor,0,5,0,0,12,0,1
T000487,statements,0,0,0,0,1,2,0
U000040,floor,0,0,0,0,1,0,2
U000040,tweets,0,0,1,0,2,0,1
V000081,statements,0,1,2,0,13,0,1
V000081,tweets,0,0,0,0,0,0,0
V000128,floor,0,3,0,0,7,5,4
V000128,newsletters,1,1,19,0,35,0,19
V000128,tweets,1,0,0,0,2,1,0
V000129,floor,0,0,3,0,4,1,2
V000129,newsletters,4,15,18,0,110,20,70
V000129,tweets,0,1,0,0,2,1,0
V000130,floor,0,0,1,0,0,0,0
V000130,tweets,1,0,1,0,2,0,0
V000131,floor,0,0,0,0,0,0,0
V000131,newsletters,0,0,2,0,5,0,3
V000131,statements,38,47,31,9,164,15,100
V000131,tweets,2,0,1,0,1,0,0
V000133,floor,0,1,0,0,10,0,8
V000133,newsletters,13,0,12,2,33,1,9
V000133,tweets,0,0,0,0,0,0,0
V000134,statements,6,0,0,0,9,0,3
V000134,tweets,5,0,0,1,10,4,5
V000135,newsletters,3,3,4,0,32,4,14
V000136,floor,0,2,0,0,6,0,6
V000136,newsletters,1,0,2,0,11,0,1
V000137,floor,6,0,0,0,6,3,2
W000187,floor,0,0,0,0,1,0,1
W000187,statements,22,9,2,18,5,0,4
W000187,tweets,0,0,0,0,0,0,0
W000437,floor,2,13,8,0,56,38,43
W000437,newsletters,14,2,20,0,84,20,48
W000437,statements,4,0,0,0,13,1,0
W000437,tweets,1,0,1,1,5,0,2
W000779,floor,3,11,4,0,44,15,30
W000779,statements,9,12,6,9,15,0,5
W000779,tweets,0,0,1,0,2,1,0
W000788,floor,0,0,1,0,0,0,0
W000788,newsletters,2,2,4,0,22,1,10
W000788,statements,9,12,0,9,7,0,7
W000788,tweets,0,0,0,0,0,0,0
W000790,floor,2,3,0,0,10,0,6
W000790,tweets,1,1,2,0,11,0,3
W000795,floor,32,2,5,10,49,48,15
W000795,newsletters,0,0,5,0,6,3,5
W000795,statements,30,17,3,12,58,53,38
W000797,floor,22,6,2,5,107,23,43
W000797,newsletters,10,2,4,1,31,0,12
W000797,tweets,1,1,0,0,2,0,1
W000798,newsletters,2,6,17,0,41,7,24
W000798,statements,0,1,3,0,9,0,2
W000798,tweets,0,0,0,0,0,0,0
W000800,floor,7,6,2,1,29,18,0
W000800,newsletters,1,2,2,0,4,0,0
W000800,tweets,1,0,0,0,3,1,1
W000802,floor,2,1,0,0,16,0,16
W000802,newsletters,0,0,0,0,0,0,0
W000802,statements,3,0,0,0,4,0,3
W000802,tweets,2,0,0,11,0,9,0
W000804,floor,0,0,0,0,4,0,1
W000804,newsletters,20,4,24,1,148,73,65
W000805,newsletters,0,3,6,0,19,0,6
W000805,tweets,1,0,1,0,3,0,0
W000806,newsletters,3,3,27,0,81,11,48
W000806,tweets,0,0,0,0,0,0,0
W000808,floor,0,0,1,0,5,0,2
W000808,newsletters,11,0,5,1,26,0,3
W000808,tweets,1,2,1,0,5,0,2
W000809,floor,0,0,2,0,1,0,0
W000809,newsletters,7,2,18,0,56,33,36
W000809,statements,14,19,69,0,186,37,132
W000809,tweets,0,0,1,9,1,10,0
W000812,newsletters,13,4,19,1,82,39,34
W000812,tweets,0,0,0,0,0,0,0
W000814,floor,0,0,1,0,7,1,6
W000814,newsletters,40,3,38,5,152,38,113
W000815,floor,0,0,0,0,0,0,0
W000815,newsletters,13,2,8,0,46,12,21
W000815,tweets,0,0,0,0,0,0,0
W000816,floor,0,0,0,0,0,0,0
W000816,newsletters,22,1,14,1,62,4,19
W000816,tweets,1,0,0,0,1,0,0
W000817,floor,11,0,0,1,10,2,4
W000817,statements,9,9,0,9,11,9,3
W000817,tweets,5,0,1,1,6,0,1
W000821,floor,28,8,1,0,59,3,20
W000821,newsletters,15,8,19,0,84,7,49
W000821,statements,21,2,15,0,70,8,28
W000821,tweets,0,0,0,0,0,0,0
W000822,floor,3,0,0,1,3,0,2
W000822,newsletters,7,1,5,0,36,1,19
W000822,tweets,5,0,0,3,6,0,1
W000823,floor,0,0,0,0,0,1,0
W000825,floor,0,0,0,0,0,0,2
W000825,newsletters,0,2,8,0,15,1,5
W000825,tweets,0,0,0,0,0,0,0
W000826,newsletters,2,12,38,1,59,5,31
W000826,tweets,0,3,2,0,2,0,1
W000828,floor,0,0,0,0,0,0,1
W000828,newsletters,4,2,12,0,30,7,10
Y000064,floor,1,0,0,0,4,2,3
Y000064,newsletters,2,11,16,0,72,10,50
Y000064,tweets,0,0,0,0,0,0,0
Y000067,floor,0,4,0,0,7,0,4
Y000067,newsletters,4,2,6,2,19,6,11
Z000018,floor,2,0,1,0,8,3,2
Z000018,newsletters,0,0,0,0,3,3,0
Z000018,statements,52,28,15,36,101,7,38
